Age_num,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
20,-7.173220309876186,-7.186321515310567,-7.199422720744948,-7.21252392617933,-7.225625131613711,-7.238726337048092,-7.251827542482474,-7.264928747916855,-7.278029953351236,-7.2911311587856185,-7.30423236422,-7.317333569654381,-7.330434775088762,-7.343535980523144,-7.356637185957525,-7.369738391391906,-7.382839596826288,-7.395940802260669,-7.40904200769505,-7.422143213129432,-7.435244418563813,-7.448345623998194,-7.4614468294325755,-7.474548034866957,-7.487649240301338,-7.50075044573572
21,-7.087580415348459,-7.100107281028109,-7.11263414670776,-7.12516101238741,-7.13768787806706,-7.15021474374671,-7.16274160942636,-7.1752684751060105,-7.1877953407856605,-7.2003222064653105,-7.2128490721449605,-7.2253759378246105,-7.2379028035042605,-7.250429669183911,-7.262956534863561,-7.275483400543211,-7.288010266222861,-7.300537131902511,-7.313063997582162,-7.325590863261812,-7.338117728941462,-7.350644594621112,-7.363171460300762,-7.375698325980412,-7.388225191660062,-7.400752057339713
22,-7.0770263697666325,-7.089722366235495,-7.102418362704357,-7.11511435917322,-7.127810355642083,-7.140506352110946,-7.153202348579808,-7.165898345048671,-7.178594341517534,-7.191290337986396,-7.203986334455259,-7.2166823309241215,-7.229378327392984,-7.242074323861846,-7.254770320330709,-7.267466316799572,-7.280162313268434,-7.292858309737297,-7.30555430620616,-7.318250302675022,-7.330946299143885,-7.343642295612748,-7.35633829208161,-7.3690342885504725,-7.381730285019335,-7.394426281488198
23,-7.06667903208974,-7.079283949202495,-7.091888866315249,-7.104493783428003,-7.117098700540756,-7.129703617653511,-7.142308534766265,-7.154913451879019,-7.167518368991773,-7.180123286104527,-7.192728203217281,-7.205333120330035,-7.2179380374427895,-7.230542954555544,-7.243147871668297,-7.255752788781051,-7.268357705893806,-7.28096262300656,-7.293567540119314,-7.306172457232067,-7.318777374344822,-7.331382291457576,-7.34398720857033,-7.356592125683084,-7.369197042795838,-7.381801959908592
24,-7.062785361666682,-7.075253647319192,-7.087721932971701,-7.10019021862421,-7.11265850427672,-7.1251267899292285,-7.1375950755817374,-7.150063361234247,-7.162531646886756,-7.174999932539266,-7.187468218191775,-7.199936503844285,-7.2124047894967935,-7.224873075149302,-7.237341360801812,-7.249809646454321,-7.262277932106831,-7.27474621775934,-7.28721450341185,-7.2996827890643585,-7.312151074716867,-7.324619360369377,-7.337087646021886,-7.349555931674395,-7.362024217326905,-7.374492502979414
25,-7.039673116207294,-7.051897091311454,-7.064121066415614,-7.076345041519774,-7.088569016623935,-7.1007929917280945,-7.113016966832255,-7.125240941936415,-7.137464917040575,-7.149688892144735,-7.161912867248896,-7.174136842353056,-7.186360817457215,-7.198584792561376,-7.210808767665537,-7.223032742769696,-7.235256717873857,-7.247480692978017,-7.259704668082177,-7.271928643186337,-7.284152618290497,-7.296376593394657,-7.308600568498817,-7.320824543602978,-7.3330485187071375,-7.345272493811298
26,-7.010977509784117,-7.022775756446541,-7.0345740031089665,-7.046372249771391,-7.058170496433816,-7.069968743096241,-7.081766989758666,-7.093565236421091,-7.105363483083516,-7.11716172974594,-7.128959976408366,-7.14075822307079,-7.152556469733216,-7.16435471639564,-7.176152963058065,-7.18795120972049,-7.199749456382915,-7.21154770304534,-7.223345949707765,-7.2351441963701895,-7.246942443032615,-7.258740689695039,-7.270538936357465,-7.282337183019889,-7.294135429682314,-7.305933676344739
27,-6.985387918505373,-6.996986049122885,-7.008584179740398,-7.020182310357909,-7.031780440975421,-7.043378571592933,-7.054976702210444,-7.066574832827956,-7.078172963445468,-7.0897710940629795,-7.101369224680491,-7.112967355298004,-7.124565485915515,-7.136163616533027,-7.147761747150539,-7.1593598777680505,-7.170958008385562,-7.182556139003074,-7.194154269620586,-7.205752400238097,-7.21735053085561,-7.2289486614731215,-7.240546792090633,-7.252144922708145,-7.263743053325657,-7.275341183943168
28,-6.941496919526634,-6.952968713164968,-6.964440506803302,-6.975912300441637,-6.987384094079971,-6.998855887718306,-7.01032768135664,-7.021799474994974,-7.0332712686333085,-7.0447430622716425,-7.056214855909976,-7.067686649548311,-7.079158443186645,-7.09063023682498,-7.102102030463314,-7.113573824101648,-7.125045617739983,-7.136517411378317,-7.147989205016652,-7.1594609986549855,-7.1709327922933195,-7.182404585931654,-7.193876379569988,-7.205348173208322,-7.216819966846657,-7.228291760484991
29,-6.92209081182818,-6.9335580637542815,-6.945025315680384,-6.956492567606487,-6.96795981953259,-6.979427071458693,-6.990894323384794,-7.002361575310897,-7.013828827237,-7.025296079163103,-7.036763331089205,-7.048230583015307,-7.05969783494141,-7.071165086867513,-7.082632338793615,-7.0940995907197175,-7.10556684264582,-7.117034094571923,-7.128501346498025,-7.139968598424128,-7.15143585035023,-7.162903102276333,-7.174370354202436,-7.185837606128538,-7.197304858054641,-7.208772109980743
